itemid,priceupdatedate,itemcode,itemname,manufacturername,manufacturecountry,manufactureritemdescription,unitqty,quantity,unitofmeasure,itemprice,unitofmeasureprice
230056,2024-05-26 08:08:22,7290000498300,חלה מתוקה ברמן 500 ג,מאפית י את א ברמן בע,ישראל,חלה מתוקה ברמן 500 ג,גרמים,500.00,100 גרם,12.90,2.5800
248017,2024-05-27 15:47:30,7290012206535,רול טעים בטעם תות טי,tou biyoute,סין,רול טעים בטעם תות טי,,150.00,,18.90,12.6000
161754,2024-05-28 08:02:26,7290009008418,שזיף אדום,אראל תוצרת חקלאית בע,ישראל,שזיף אדום,קילוגרמים,1.00,"ק""ג",15.90,15.9000
214399,2024-05-30 09:08:04,7290104859991,קערה גדולה בלו שיין,פאלאס,סין,קערה גדולה בלו שיין,"Unknown ",0.00,"יחידה   ",12.90,0.0000
216452,,7290112481931,קערה בינונית שקוף בל,a.plast,ישראל,קערה בינונית שקוף בל,,,,,
247874,2024-05-30 09:08:05,7290112488602,קערה מרובעת גלי קטנה,פאלאס,סין,קערה מרובעת גלי קטנה,,,,,
247633,2024-06-03 10:23:43,7290000462219,מטבל חריף חלפיניו זה,זהבי הכרם,ישראל,מטבל חריף חלפיניו זה,גרמים,220.00,100 גרם,10.90,4.9545
248228,2024-06-04 15:27:30,7290112488664,מגש מלבן גדול בלו שי,פאלאס,סין,מגש מלבן גדול בלו שי,"Unknown ",0.00,"יחידה   ",12.90,0.0000
248244,2024-06-06 14:27:32,7290015381826,מבשם פרפיום רב תכלית,פרפיום,ישראל,מבשם פרפיום רב תכלית,מיליליטרים,750.00,"100 מ""ל",21.90,2.9200
231717,2024-06-07 08:24:31,7290009004793,עגבניות שרי לובלו מש,אראל תוצרת חקלאית בע,,עגבניות שרי לובלו מש,"פריט    ",1.00,"ק""ג     ",14.90,14.9000
172858,2024-06-10 08:38:08,7290002731795,"פילה עוף טרי ""בוטיק",עוף עוז,,"פילה עוף טרי ""בוטיק",קילוגרמים,,"ק""ג",34.90,34.9000
241321,2024-06-16 07:32:15,7290101113935,גלידה בליסימו בטעם ו,הגלידות של פלדמן,,גלידה בליסימו בטעם ו,מיליליטרים,900.00,"100 מ""ל",14.50,1.6111
248603,2024-06-30 13:27:35,7290002079613,חלה קלועה  מתוקה דוי,דוידוביץ,,חלה קלועה  מתוקה דוי,גרמים,500.00,100 גרם,8.90,1.7800
248610,,7290017746326,חלה קלועה  טייכהולץ,,,חלה קלועה  טייכהולץ,,750.00,,16.90,2.2533
248629,2024-06-30 14:27:36,7290017232218,לחם קלאסי איטסיין 43,,,לחם קלאסי איטסיין 43,,430.00,,24.90,5.7907
248636,2024-07-01 09:27:34,7290002079217,לחם מחמצת שיפון מלא,,,לחם מחמצת שיפון מלא,,650.00,,12.90,1.9846
248638,2024-07-01 12:07:34,7290018989685,סירופ יכין בטעם לימו,זנלכל,,סירופ יכין בטעם לימו,קילוגרמים,1.00,"ליטר    ",10.90,10.9000
245381,2024-07-02 09:54:47,7290000365572,פסטרמה ירדן מעושנת ט,טירת צבי,,פסטרמה ירדן מעושנת ט,גרמים,400.00,100 גרם,29.90,7.4750
159631,2024-07-02 09:54:48,7290003229192,פסטרמה כתף בקר מעושנ,,,פסטרמה כתף בקר מעושנ,,,,29.80,7.4500
248844,2024-07-10 16:47:33,4627113363547,שמן קנולה 1 ליטר,איי. אס.אי.סיי אמ גר,אסטוניה,שמן קנולה 1 ליטר,קילוגרמים,1.00,"ליטר    ",8.90,8.9000
205425,2024-07-16 10:18:51,7290900010367,טורטיות דורומי 36*45,Turka Invest,פולין,טורטיות דורומי 36*45,"פריט    ",1.62,"ק""ג     ",21.90,13.5185
237306,,7290112124319,טורטיה דורום 36*45 ג,מוטלוקאל גידה סאן טי,תורכיה,טורטיה דורום 36*45 ג,,,,,
248939,2024-07-21 13:27:36,7290108357646,דאו רול און ביו נושם,אמיליה קוסמטיקס,ישראל,דאו רול און ביו נושם,גרמים,75.00,100 גרם,10.90,14.5333
248963,2024-07-22 15:27:34,7290018091937,פיצה מעדנות מאמאמיה,תנובה,,פיצה מעדנות מאמאמיה,,480.00,,24.90,5.1875
248035,2024-07-28 12:23:05,633824151124,וודקה ואן גוך מתובלת,מזקקת קוימאנס טילבור,הולנד,וודקה ואן גוך מתובלת,קילוגרמים,1.00,"ליטר    ",119.90,119.9000
249218,2024-08-07 11:47:34,7290012561658,מיץ לימון טבעי מפוסט,דורות,ישראל,מיץ לימון טבעי מפוסט,גרמים,65.00,100 גרם,9.50,14.6154
249301,2024-08-12 14:27:34,7290014079441,עלי בייבי מיקס,",",לא ידוע,עלי בייבי מיקס,,150.00,,10.90,7.2667
217338,2024-08-18 09:11:34,7290112481887,כפפות ניטריל XL פאלא,פאלאס,אינדונזיה,כפפות ניטריל XL פאלא,"Unknown ",0.00,"יחידה   ",19.90,0.0000
249360,2024-08-18 15:27:36,7290019981213,נתחי טונה בשמן בסט 4,NINGBO,סין,נתחי טונה בשמן בסט 4,גרמים,560.00,100 גרם,14.90,2.6607
249436,2024-08-22 09:27:36,5010327755014,ג'ין הנדריקס אורגינל,וויליאם גרנטס ובניו,סקוטלנד,ג'ין הנדריקס אורגינל,מיליליטרים,700.00,"100 מ""ל",149.90,21.4143
249619,2024-08-28 13:47:34,7290019870470,עוגיות סנדוויץ' ממול,סטרופוואפל,ספרד,עוגיות סנדוויץ' ממול,גרמים,176.00,100 גרם,7.70,4.3750
209633,2024-09-01 06:21:18,7290111350047,תמר מגהול כבוש קליית,טעמי הגליל,ישראל,תמר מגהול כבוש קליית,,500.00,,9.90,1.9800
161449,2024-09-03 16:52:40,7290100685341,מרק בטעם עוף זך ר. ט,אסם,,מרק בטעם עוף זך ר. ט,,400.00,,13.90,3.4750
249814,2024-09-16 07:47:33,7290001934593,מנות פילה סלמון ללא,מזון מן הטבע,נורווגיה,מנות פילה סלמון ללא,קילוגרמים,1.00,"ק""ג",89.90,89.9000
249910,2024-09-19 08:47:36,7290016818468,רביולי גבינות נונה 4,פסטה נונה,ישראל,רביולי גבינות נונה 4,גרמים,400.00,100 גרם,25.90,6.4750
218195,2024-09-27 07:03:31,7290112491770,בייגלה דקים מלח ים 3,יוניליוור,,בייגלה דקים מלח ים 3,,300.00,,9.90,3.3000
242302,2024-09-27 07:04:17,7290000993294,עגבניות שרי לובלו צי,אראל תוצרת חקלאית בע,,עגבניות שרי לובלו צי,,460.00,,8.90,1.9348
213163,2024-10-10 08:00:10,7290015037037,חסה קצוצה 300 גרם,יעל ירק עלים,,חסה קצוצה 300 גרם,,310.00,,13.90,4.4839
250185,2024-10-10 15:27:35,7290019865292,מארז תה ירוק לימונית,ויסוצקי,,מארז תה ירוק לימונית,,38.00,,44.90,118.1579
161031,2024-10-16 09:05:32,7290010237784,מארז בירה שנדי לימון,טמפו,,מארז בירה שנדי לימון,קילוגרמים,1.98,"ליטר    ",28.90,14.5960
173793,,7290011133368,מארז בירה שנדי תפוח,,,מארז בירה שנדי תפוח,,,,,
250291,2024-10-27 12:07:33,7290121221405,מיץ ענבים תירוש שריג,מתוק,ארצות הברית,מיץ ענבים תירוש שריג,מיליליטרים,960.00,"100 מ""ל",10.90,1.1354
250343,2024-10-29 16:07:34,7290017079332,מחית לפתן פירות  שלב,פרוטה,צכיה,מחית לפתן פירות  שלב,"פריט    ",1.14,"ק""ג     ",26.90,23.5965
250348,2024-10-30 15:27:34,7290010627615,שמן קנולה אריזות ירו,אגרוספטספרואקט,בלרוס,שמן קנולה אריזות ירו,קילוגרמים,1.00,"ליטר    ",8.90,8.9000
160513,2024-11-03 06:35:47,7290000551678,בשר מס 8 שריר צרכני,קונספסיון פניסקור,לא ידוע,בשר מס 8 שריר צרכני,,,"ק""ג",39.90,39.9000
250409,2024-11-07 15:27:35,7290118240709,מארז עגבניות קלופות,נובי אס,איטליה,מארז עגבניות קלופות,"פריט    ",1.20,"ק""ג     ",9.90,8.2500
250448,2024-11-11 11:07:36,7290109923987,קרם אסטוניש לכיריים,אסטוניש,אנגליה,קרם אסטוניש לכיריים,מיליליטרים,500.00,"100 מ""ל",17.90,3.5800
229252,2024-11-14 07:37:27,7290111353475,סוכריות גומי שטיחים,סאאדת,תורכיה,סוכריות גומי שטיחים,גרמים,200.00,100 גרם,8.50,4.2500
250602,2024-11-17 16:27:35,7290015054836,אבקת חלבון גלידת וני,סולו,ישראל,אבקת חלבון גלידת וני,"פריט    ",2.00,"ק""ג     ",219.90,109.9500
250624,2024-11-18 15:47:35,7290001979853,בוטנים מצופים בטעמים,דין שיווק,,בוטנים מצופים בטעמים,קילוגרמים,1.00,"ק""ג",65.00,65.0000
250625,,7290001979860,פקאן / קשיו בטעמים ב,,ויטנאם,פקאן / קשיו בטעמים ב,,,,130.00,130.0000
164596,2024-11-19 15:23:40,7290002069225,כרעיים עוף קפוא פרימ,עוף טוב,ישראל,כרעיים עוף קפוא פרימ,,,,29.90,29.9000
236350,2024-11-24 07:50:57,7290114311038,שמנת מתוקה 32% בבקבו,טרה,,שמנת מתוקה 32% בבקבו,מיליליטרים,250.00,"100 מ""ל",7.90,3.1600
161842,2024-12-02 07:44:48,7290008757980,נקטר ספרינג רימון 1,יפאורה תבורי,,נקטר ספרינג רימון 1,קילוגרמים,1.00,"ליטר    ",5.90,5.9000
241954,2024-12-02 07:44:52,7290019153832,אורנג'דה תפוז מוגז,,,אורנג'דה תפוז מוגז,,1.50,,7.20,4.8000
216799,2024-12-02 07:44:54,5411188112709,משקה שקדים לא ממותק,אלפרו,בלגיה,משקה שקדים לא ממותק,,1.00,,14.70,14.7000
230676,2024-12-02 10:15:25,7290003384310,צלעות אונטריב פרימיו,דנוור,ישראל,צלעות אונטריב פרימיו,,,"ק""ג",89.90,89.9000
250982,2024-12-04 12:47:38,7290014890725,גבינה גאודה יעקבס 16,גבינות משק יעקבס,,גבינה גאודה יעקבס 16,גרמים,160.00,100 גרם,18.90,11.8125
250984,,7290014890848,גבינת גאודה עיזים יע,,,גבינת גאודה עיזים יע,,,,27.90,17.4375
249863,2024-12-08 11:28:33,7290002026891,מאגדת קוקי מיקס בן א,מוצרי איכות אמריקאיי,,מאגדת קוקי מיקס בן א,,400.00,,26.90,6.7250
251024,2024-12-08 14:47:35,5050372111120,אננס יחידה,אראל תוצרת חקלאית בע,,אננס יחידה,"Unknown ",0.00,"יחידה   ",29.90,0.0000
251047,2024-12-10 09:07:38,7290014890770,גבינה מנצגו יעקבס 16,גבינות משק יעקבס,,גבינה מנצגו יעקבס 16,גרמים,160.00,100 גרם,23.90,14.9375
192876,2024-12-15 10:15:03,7290004603175,מלח גס מלח הארץ 500,תעשיות מלח לישראל,,מלח גס מלח הארץ 500,,500.00,,8.90,1.7800
189534,2024-12-17 07:27:02,7290102395378,גבינה נעם 28% 360 גר,טרה,,גבינה נעם 28% 360 גר,,360.00,,21.90,6.0833
161865,2024-12-22 12:56:03,7290008801010,יין פ. קולקשיין קברנ,יקבי כרמל,,יין פ. קולקשיין קברנ,מיליליטרים,750.00,"100 מ""ל",43.90,5.8533
165853,,7290004658953,יין פ.קולקשיין סובינ,,,יין פ.קולקשיין סובינ,,,,,
229136,2024-12-22 12:56:05,7290017812847,יין סלקטד פרנץ גוורצ,,,יין סלקטד פרנץ גוורצ,,,,31.90,4.2533
229138,,7290017812878,יין אקסלנס רוזה,,,יין אקסלנס רוזה,,,,28.90,3.8533
239853,2025-01-05 13:34:52,7290002857617,פסטל בשר ש. האופים 1,שלושת האופים,,פסטל בשר ש. האופים 1,"פריט    ",1.00,"ק""ג     ",18.90,18.9000
215210,2025-01-19 10:17:37,4791021004554,תה ירוק מנטה 25 שקיק,IMPERIAL TEA EXPORT,סרי לנקה,תה ירוק מנטה 25 שקיק,גרמים,50.00,100 גרם,11.90,23.8000
215205,2025-01-19 10:17:38,4791021904861,תה ירוק גינגר 25 שקי,,,תה ירוק גינגר 25 שקי,,,,,
215206,,4791021901969,תה ירוק חמוציות 25 ש,,,תה ירוק חמוציות 25 ש,,,,,
210803,2025-01-19 10:17:40,7290107944366,גלילי ופל רבע לשבע ל,עלית,ישראל,גלילי ופל רבע לשבע ל,,120.00,,13.90,11.5833
251507,2025-01-21 10:27:36,7290006707659,כנפיים עוף טרי עוף ט,עוף טוב,,כנפיים עוף טרי עוף ט,קילוגרמים,1.00,"ק""ג",11.90,11.9000
251511,2025-01-21 14:27:37,7290119373703,סלט טחינה חריפה אחלה,שטראוס,,סלט טחינה חריפה אחלה,גרמים,250.00,100 גרם,9.90,3.9600
251512,,7290119373727,סלט חציל בטחינה אחלה,,,סלט חציל בטחינה אחלה,,,,,
251513,,7290119382262,סלט טחינה לבנה אחלה,,,סלט טחינה לבנה אחלה,,,,,
195171,2025-01-26 11:18:13,7290104067198,שוקולד תפוז ספלנדיד,עלית,,שוקולד תפוז ספלנדיד,,100.00,,11.70,11.7000
212183,2025-01-26 11:18:15,7290015356688,ארק שליט קלאסי 700 מ,אלכוהולים ייצור ושיו,,ארק שליט קלאסי 700 מ,מיליליטרים,700.00,"100 מ""ל",54.90,7.8429
251326,,7290017520933,ארק שליט לימונים 700,,,ארק שליט לימונים 700,,,,,
160097,2025-01-29 13:02:04,7290004554354,גלידה פנטסיה שוקו ונ,גלידות שטראוס,,גלידה פנטסיה שוקו ונ,קילוגרמים,1.10,"ליטר    ",22.90,20.8182
237292,,7290116532264,שלגוני גודיז לייט אפ,,,שלגוני גודיז לייט אפ,גרמים,300.00,100 גרם,26.90,8.9667
158683,2025-01-29 13:02:05,7290001327791,גלידה קרמיסימו וניל,,,גלידה קרמיסימו וניל,קילוגרמים,1.33,"ליטר    ",21.50,16.1654
219289,,7290107649735,גלידה שטראוס תות לימ,,,גלידה שטראוס תות לימ,,2.00,,29.50,14.7500
251608,2025-01-29 14:27:34,7290119381036,תפוציפס קראנצ' בטעם,שטראוס,,תפוציפס קראנצ' בטעם,גרמים,50.00,100 גרם,3.90,7.8000
248054,2025-02-03 07:45:43,7290108622003,יין מוסקטו פיזארו מב,לוזנו,ספרד,יין מוסקטו פיזארו מב,מיליליטרים,750.00,"100 מ""ל",39.90,5.3200
208005,2025-02-03 07:45:47,7290005040641,"ערמונים 1 ק""ג",אראל תוצרת חקלאית בע,סין,"ערמונים 1 ק""ג","פריט    ",1.00,"ק""ג     ",4.90,4.9000
194354,2025-02-04 12:29:42,7290012881589,מטהר מגיק אורנים 300,סאסאטק,ישראל,מטהר מגיק אורנים 300,מיליליטרים,300.00,"100 מ""ל",,1.6333
158617,2015-01-01 00:00:00,7290001209042,רוסטביף מעובד קפוא ע,עטרה,,רוסטביף מעובד קפוא ע,קילוגרמים,1.00,"ק""ג",56.90,56.9000
162000,,7290000901022,פקדון בקבוק/ פחית,",",לא ידוע,פקדון בקבוק/ פחית,"Unknown ",0.00,"יחידה   ",0.30,0.0000
163399,,7290009069600,פירות תוצרת חוץ,דין שיווק,ישראל,פירות תוצרת חוץ,קילוגרמים,1.00,"ק""ג",50.00,50.0000
168682,,7290008257275,פטמות לבקבוק רחב ארי,אריסטוקרט,,פטמות לבקבוק רחב ארי,"Unknown ",0.00,"יחידה   ",11.90,0.0000
173372,,7290000345048,תה 74 ויסוצקי 125 גר,ויסוצקי,,תה 74 ויסוצקי 125 גר,גרמים,125.00,100 גרם,12.80,10.2400
185285,,7290014017337,אבקת מרק בצל ל.גלוטן,נטורל קייקס,,אבקת מרק בצל ל.גלוטן,,400.00,,19.90,4.9750
185747,,8435188458053,רפידת ספוג לנעליים,וויה קיי יון - yiwa,סין,רפידת ספוג לנעליים,"Unknown ",0.00,"יחידה   ",12.90,0.0000
188297,,7290105180377,מוצץ סיליקון בינוני,אריסטוקרט,ישראל,מוצץ סיליקון בינוני,,,,15.90,
196014,,54051157,מארז מעדן סויה שוקול,אלפרו,בלגיה,מארז מעדן סויה שוקול,גרמים,500.00,100 גרם,,3.1800
207405,2016-09-13 12:40:37,7290016276794,מעדן תפוז שקדיה 284,שקדיה,ישראל,מעדן תפוז שקדיה 284,,284.00,,9.90,3.4859
186466,2017-01-27 08:37:01,7290000129457,אבקה להכנת רוטב פטרי,יוניליוור,,אבקה להכנת רוטב פטרי,,31.00,,3.90,12.5806
174984,2017-03-02 10:31:01,7290002131748,בשר מס 9 קשתית קפוא,פריגוצ'אקו,פרגוואי,בשר מס 9 קשתית קפוא,קילוגרמים,1.00,"ק""ג",59.90,59.9000
213155,2017-12-13 11:50:39,7290015037495,כוסברה מהדרין,יעל ירק עלים,ישראל,כוסברה מהדרין,"Unknown ",0.00,"יחידה   ",6.90,0.0000
213249,2017-12-27 10:10:48,7290107647823,ברנפלקס 500 גרם,יוניליוור,,ברנפלקס 500 גרם,גרמים,500.00,100 גרם,19.90,3.9800
195321,2018-01-25 07:40:17,7290002706731,רצועות פילה דג נילוס,דלידג,,רצועות פילה דג נילוס,קילוגרמים,1.00,"ק""ג",54.90,54.9000
214454,2018-03-12 13:55:40,7290000551722,בשר מס 4 כתף מרכזי צ,עטרה,,בשר מס 4 כתף מרכזי צ,,,,,
163729,2018-10-07 09:23:09,7290012335020,סוכריות סודה שעון  ט,גואנגדונג צאואן פוד,סין,סוכריות סודה שעון  ט,גרמים,420.00,100 גרם,15.90,3.7857
